,price_log,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil,sqft_lot_log,sqft_above_log,garage,patio
25702,13.487006490992238,5,3.0,1.0,3,7,0,0,1,1,0,1,0,0,9.143131622282732,7.24422751560335,1,1
659,13.493926933836812,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.872206756028303,7.736307096548285,1,1
13493,13.835313185260453,4,2.5,2.0,4,9,0,0,0,1,0,1,0,0,9.275659838096825,7.61085279039525,1,1
23738,13.081541382884074,3,1.0,1.0,3,7,0,0,0,1,0,1,0,0,9.071078304642676,6.917705609835305,1,1
17746,13.563195629349785,2,1.0,1.0,3,7,0,0,1,1,0,1,0,0,8.327000740241713,7.265429723253953,1,1
12227,14.53335035111459,4,3.0,2.0,3,9,0,0,1,1,0,1,0,0,8.306472160100585,7.867105500316739,1,1
1168,13.36138027787483,2,1.0,1.0,3,6,0,0,0,1,0,1,0,0,8.294049640102028,6.551080335043404,0,0
5163,14.521080258522776,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.94832604627298,8.110727582974489,0,1
28956,14.73183328932644,4,3.0,2.0,4,9,0,0,0,1,0,1,0,0,8.564076777315087,7.965545573129992,1,1
18438,14.659230597003594,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.049349685884057,8.077136638538454,1,1
9059,14.682611045647658,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.860641041773876,8.09559870137819,1,1
24481,13.081541382884074,2,1.5,1.0,3,7,0,0,1,1,0,1,0,0,8.892336539638013,6.835184586147301,1,0
22475,13.972514306773938,3,2.0,1.0,5,7,0,0,1,1,0,1,0,0,8.960467760919949,6.866933284461882,1,1
8652,13.845069360205818,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0,9.009814110527381,6.84587987526405,1,0
29241,14.26339638195639,3,1.5,1.0,4,7,0,0,1,1,0,1,0,0,9.009814110527381,7.047517221357296,1,0
26953,14.319311566793301,4,2.5,1.0,4,7,0,0,1,1,0,1,0,0,8.996775795442296,7.3901814282264295,1,0
26849,13.911729415704817,3,1.5,1.0,3,7,0,0,0,1,0,1,0,0,8.924123891686012,7.098375638590786,1,1
26530,13.91535589293399,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0,9.007489523929735,7.07326971745971,1,0
26548,14.0225247273486,3,2.0,1.0,5,7,0,0,0,1,0,1,0,0,8.971321471503682,7.24422751560335,1,0
30096,14.002819656269267,4,2.0,1.0,4,7,0,0,1,1,0,1,0,0,9.034080406560824,7.1308988302963465,1,1
29757,14.107433624673309,4,2.0,1.0,4,8,0,0,0,1,0,1,0,0,8.948975607841776,7.455876687491824,1,0
1464,14.162640089059476,5,3.0,1.5,4,7,0,0,0,1,0,1,0,0,8.902455592206882,7.580699752224563,1,0
24832,14.077874822431765,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0,8.911934336161426,7.358830898342354,1,1
13322,14.741751620691597,5,4.5,2.0,3,10,0,1,1,1,0,1,0,0,9.136693831807884,8.174702882469461,1,1
8318,14.439307660389426,5,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.57810012631976,8.03268487596762,1,1
14063,14.400515579904516,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.656955133791396,8.134467570277563,1,1
21092,14.467835744003965,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.770283819098399,8.15478757276852,1,1
26352,14.558399830419033,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.702842538302868,8.14902386805177,1,1
25108,14.74570419500742,4,4.5,2.0,3,11,0,1,1,1,0,1,0,0,9.069352678675205,8.064636475774222,1,1
24067,14.735793311107967,4,3.0,2.0,4,9,0,1,1,1,0,1,0,0,8.796792687674662,7.90100705199242,1,1
6126,14.346138809026444,4,2.5,2.0,3,9,0,1,0,1,0,1,0,0,8.892473968347087,8.191463051326927,1,1
19850,13.897090544956697,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.641709066113805,7.749322464660356,1,1
26655,14.144814305106875,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.294049640102028,8.003028666384733,1,1
17165,14.316285845876763,3,3.5,2.0,3,8,0,0,1,1,0,1,0,0,8.163656176168432,7.408530566894626,1,1
19196,14.224303456165114,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,7.8119734296220225,7.539027055823995,1,1
10182,13.337474757021274,2,2.5,2.0,3,7,0,0,1,1,0,1,0,0,6.982862751468942,7.05617528410041,1,0
4328,13.329377546788654,2,2.5,2.0,3,7,0,0,1,1,0,1,0,0,6.620073206530356,7.047517221357296,1,0
18785,13.334243736439827,2,2.5,2.0,3,7,0,0,1,1,0,1,0,0,6.980075940561763,7.064759027791802,1,0
7488,13.316284070041636,2,2.5,2.0,3,7,0,0,1,1,0,0,0,0,6.6293632534374485,7.02108396428914,1,1
4,13.292106151991423,2,2.0,2.0,3,7,0,0,1,1,0,0,0,0,6.630683385642372,7.02108396428914,1,1
15836,14.22097566607244,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.512984346642183,7.783224016336037,1,1
20159,14.255377092789772,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.100464891029363,7.635303886259415,1,1
12364,14.543059165241552,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.400434630806041,7.700747794511798,1,1
381,14.47819853103951,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.434897948689407,7.687080155783135,1,1
7582,14.48333993053993,4,3.0,2.0,3,10,0,1,1,1,0,1,0,0,8.163371316459912,7.795646536334594,1,1
22298,14.253765488895429,4,3.0,2.0,3,10,0,1,1,1,0,1,0,0,8.0702808933939,7.731930721948486,1,1
11731,14.457364444136669,4,3.0,2.0,3,10,0,1,1,1,0,0,0,0,8.074960359115858,7.795646536334594,1,1
11480,14.22097566607244,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,7.98139158158007,7.615791072035833,1,1
12097,14.070152776337855,4,3.0,2.0,3,10,0,1,1,1,0,1,0,0,8.13622555490846,7.705262474866325,1,1
21741,14.392123922268269,3,2.5,2.0,3,10,0,0,1,1,0,1,0,0,7.786136437783072,7.61085279039525,1,1
24160,14.599412101792684,3,3.5,1.0,3,10,0,1,1,1,0,1,0,0,8.471568013389962,7.52294091807237,1,1
28998,14.637570607167358,6,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.46611040118692,8.03268487596762,1,1
29407,14.616791704610364,7,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.672486075822272,8.06777619577889,1,1
28156,14.778303123489849,6,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.776938645174996,8.064636475774222,1,1
1938,14.701889561325734,7,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.554874258383926,8.06777619577889,1,1
10618,14.801994667096544,6,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.477620416296414,8.03268487596762,1,1
23998,14.869010411319914,6,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.465899897028686,8.03268487596762,1,1
22985,14.524136817052673,6,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.465899897028686,8.03268487596762,1,1
15104,14.67411709073881,4,4.0,2.0,3,10,0,0,1,1,0,1,0,0,8.604654467186231,8.183118079394745,1,1
15300,14.562493248741037,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0,8.465899897028686,8.210668031162976,1,1
697,14.67536003054638,4,4.0,2.0,3,10,0,0,1,1,0,1,0,0,8.465899897028686,8.183118079394745,1,1
22131,14.592383808129883,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0,8.465899897028686,8.210668031162976,1,1
9834,14.56611877323652,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.768107539675803,8.183118079394745,1,1
6743,14.4380678782435,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.613048677059759,8.210668031162976,1,1
29967,14.50206757099386,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.607216694063826,8.183118079394745,1,1
22167,14.648114416919766,7,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.514389264083503,8.06777619577889,1,1
11242,14.587942466696168,6,4.5,2.0,3,10,0,1,1,1,0,1,0,0,8.517193191416238,8.03268487596762,1,1
10080,14.463487240452167,4,4.0,2.0,3,10,0,0,1,1,0,1,0,0,8.556029215201436,8.180320874773685,1,1
21400,14.423406448036815,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0,8.516392871245468,8.210668031162976,1,1
10067,14.458249841530373,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.517393171418904,8.183118079394745,1,1
4659,14.475105608552283,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.517393171418904,8.210668031162976,1,1
15992,14.520479090202986,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.517193191416238,8.183118079394745,1,1
5272,14.555124730026085,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0,8.661812881026181,8.210668031162976,1,1
21910,14.604352389864436,4,4.0,2.0,3,10,0,1,1,1,0,1,0,0,8.657650544111494,8.183118079394745,1,1
11396,14.22097566607244,4,2.0,2.0,4,8,0,0,1,1,0,1,0,0,8.978156076009824,7.731930721948486,1,1
16871,14.381392387478343,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0,9.053686561930807,7.649692623711514,1,1
29531,13.742939865129438,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.726481196440007,7.989560449333865,1,1
23496,13.62918097977278,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.639056779173078,7.975908360165538,1,1
10328,13.581369252440522,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.544224530467268,7.795646536334594,1,1
20998,13.39239051461739,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.663023639627777,7.787382026484701,1,1
20440,13.428376406540833,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.697345730925353,8.113726085970747,1,1
6753,13.573438996764546,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.634086942887738,7.975908360165538,1,1
16813,13.524489584246979,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.515391569469609,7.795646536334594,1,1
25766,13.500799813124575,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.525756422076725,7.9157131993821155,1,1
13588,13.554080856656558,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.529516941105069,7.975908360165538,1,1
19436,13.561907799165356,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.517193191416238,8.083328608786376,1,1
11364,13.567049198665774,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.525359754082631,7.975908360165538,1,1
10000,13.527828485512494,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.1886891244442,7.832014180505469,1,1
27019,13.530491602931978,5,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.274866820685254,7.948031990637284,1,1
17547,13.997832114758229,3,2.0,1.0,3,7,0,0,1,0,0,0,0,0,9.336091577281744,7.1308988302963465,1,1
9681,13.9108207377686,3,3.5,2.0,5,7,0,0,1,0,0,0,0,0,9.358760377094455,7.673223121121708,1,1
24709,13.87377946608825,3,3.0,2.0,3,9,0,0,0,0,0,1,0,0,9.651172623921639,7.799753318287247,1,1
17283,14.20077295875492,3,2.0,1.0,5,7,0,0,1,0,0,1,0,0,9.525151111816216,7.047517221357296,1,1
3702,14.334304351379442,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.287301413112312,7.878534196140362,1,1
21244,14.508657738524219,4,3.5,2.0,3,10,0,0,1,1,0,1,0,0,9.279866434624793,7.893572073504902,1,1
5391,14.405073422267648,3,2.5,2.0,3,9,0,0,0,0,0,1,0,0,9.82081221586722,7.886081401775745,1,1
17096,14.253765488895429,3,2.5,2.0,4,10,0,0,0,0,0,1,0,0,9.287301413112312,7.859413154693583,1,0
11503,13.81049801614073,4,2.5,2.0,4,8,0,0,0,1,0,1,0,0,9.471550124096849,7.912056888179006,1,1
11254,14.403297222866392,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0,9.190545744648004,7.154615356913663,1,1
25808,14.360737608447597,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.336267928573973,7.718685495198466,1,1
13673,14.054527458434775,5,3.0,2.0,5,9,0,0,0,1,0,0,0,0,9.421654227536814,8.213381737034572,1,1
788,14.077874822431765,4,2.5,1.0,5,8,0,1,1,1,0,1,0,0,9.157783121237507,7.461640392208575,1,1
22569,14.093142294562554,4,2.5,1.0,4,8,0,0,1,1,0,1,0,0,9.104979856318357,7.371489295214277,1,1
26479,14.195315919291861,4,3.0,1.0,4,8,0,0,1,1,0,1,0,0,9.017968479328726,7.293017679772782,1,1
11643,14.346138809026444,4,2.0,1.0,4,8,0,0,0,1,0,1,0,0,9.208438564686587,7.265429723253953,1,0
15090,14.386490104550012,3,2.5,1.0,5,8,0,0,1,1,0,1,0,0,9.014082149443356,7.05617528410041,1,0
6221,14.085537695177335,3,3.0,1.0,5,8,0,0,0,1,0,1,0,0,9.112176123188952,7.444248649496705,1,1
13277,14.417090544998729,4,2.5,1.0,4,8,0,0,0,1,0,1,0,0,9.20552881497896,7.5652752818989315,1,0
16486,14.375126345899696,3,2.0,1.0,4,8,0,0,0,1,0,1,0,0,9.148677711584076,7.3901814282264295,1,0
11110,14.417090544998729,3,2.0,1.5,3,8,0,0,0,1,0,1,0,0,9.124782483614537,8.199738960630786,1,0
3546,13.721199878493033,4,2.5,1.0,4,9,0,0,0,1,0,1,0,0,8.987196820661973,7.620705086838262,1,0
9492,13.9108207377686,3,2.0,1.0,5,8,0,1,0,1,0,1,0,0,9.101417964751995,7.352441100243583,1,0
9769,14.360737608447597,3,2.0,1.0,4,8,0,0,0,1,0,1,0,0,9.26558584620216,7.402451520818244,1,1
14540,14.301018373745976,4,3.0,1.0,3,9,0,0,1,1,0,1,0,0,9.344871264933788,7.3901814282264295,1,1
4244,14.888805038648094,4,3.0,2.0,3,9,0,0,1,1,0,1,0,0,8.971448463693834,8.083328608786376,1,1
24875,14.316285845876763,4,2.0,1.0,4,8,0,0,0,1,0,1,0,0,8.881836305004146,7.539027055823995,1,1
17470,14.042646130548022,3,2.0,1.0,4,8,0,0,0,1,0,1,0,0,8.881836305004146,7.3901814282264295,1,1
17860,13.997832114758229,3,2.0,1.0,4,8,0,0,0,1,0,1,0,0,9.38538551979936,7.478734825567875,1,1
12503,14.347079542868164,4,2.5,1.0,4,8,0,0,1,1,0,1,0,0,9.118225083068378,6.993932975223189,1,1
28030,14.508657738524219,4,3.0,2.0,5,8,0,0,0,1,0,1,0,0,8.902455592206882,7.6544432264701125,1,0
5613,14.050582680143757,3,2.5,1.0,4,9,0,0,0,1,0,1,0,0,9.210340371976184,7.8399193600125825,1,1
22364,14.066269276311457,3,2.5,1.0,5,8,0,0,1,1,0,1,0,0,8.990441550826862,7.286191714702382,1,0
76,14.231585845184455,3,2.0,1.0,5,8,0,0,0,1,0,1,0,0,9.077380244719953,7.4205789054108005,1,0
6561,14.131050958544451,4,2.5,1.0,3,8,0,0,1,1,0,1,0,0,9.134754385019587,7.444248649496705,1,1
12414,14.28551418721001,4,3.0,1.0,4,9,0,0,1,1,0,1,0,0,9.568014816247999,7.383989457978509,1,1
17156,14.557447902693651,4,3.5,1.0,5,9,0,0,1,1,0,1,0,0,9.517678002086406,7.700747794511798,1,1
4891,14.291744736960645,3,3.0,2.0,4,8,0,0,0,1,0,1,0,0,9.169518377455928,7.828038032125829,1,0
21790,14.26019637922572,3,2.5,1.0,4,8,0,0,1,1,0,1,0,0,9.238441802087058,7.450079569807499,1,1
22493,15.319587954740548,5,3.5,1.0,3,11,0,1,1,1,0,1,0,0,9.450930836894113,7.700747794511798,1,1
29266,14.253765488895429,3,2.5,1.0,5,8,0,1,1,1,0,1,0,0,9.38429367909962,7.286191714702382,1,1
26348,13.184398768323781,4,2.5,1.0,5,7,0,0,1,1,0,0,0,0,8.895629627136483,7.154615356913663,1,1
19666,13.345506928718539,4,2.5,1.0,4,7,0,0,1,1,0,0,0,0,9.255218130754269,7.154615356913663,1,1
25037,14.02659043488714,3,2.0,1.0,4,7,0,0,1,1,0,0,0,1,9.050171619823361,7.07326971745971,1,0
165,13.353475098367715,3,1.5,1.0,3,7,0,0,1,1,0,1,0,0,9.035986984831405,7.02108396428914,1,0
19953,13.592367006650065,3,2.0,1.0,5,8,0,0,0,1,0,1,0,0,9.190137664658664,7.333023014386481,1,0
13587,13.864300722133706,3,2.5,1.0,5,7,0,0,1,1,0,1,0,0,9.475776835480644,7.333023014386481,1,1
1843,13.636383892066839,4,1.0,1.0,3,7,0,0,0,1,0,0,0,1,8.919988070968524,7.495541943884256,1,0
29981,13.849911984681606,5,2.5,1.0,3,7,0,0,1,1,0,1,0,0,9.230829038403499,7.029972911706386,1,1
4682,13.966728369706894,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0,9.25339986143663,7.029972911706386,1,1
2356,14.0225247273486,3,1.5,1.0,4,7,0,0,0,1,0,0,0,0,9.197660318818809,7.138866999945524,1,0
2540,14.316891722902264,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,8.778941881841513,7.878534196140362,1,1
15707,14.15910026235435,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.879193928110318,8.128585200374497,1,1
21819,13.9108207377686,5,3.5,2.0,3,8,0,0,0,1,0,1,0,0,9.459619396895018,8.09559870137819,1,1
17024,14.131640864748974,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.997518369733845,8.113726085970747,1,1
5117,14.184114566839304,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.013351778138825,8.202482446576537,1,1
5808,14.277788798087256,4,3.0,2.0,3,9,0,0,1,1,0,1,0,0,9.52032195192273,8.070906088787819,1,1
15554,14.213544120414848,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.385805141306925,8.216088098632316,1,1
11441,14.20769182524357,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.226607344440055,8.202482446576537,1,1
27527,13.866678844538674,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,8.947806093057054,8.202482446576537,1,1
21548,13.955304673734908,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.342245442856122,8.09559870137819,1,1
765,11.736069016284437,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.264828557260252,8.202482446576537,1,1
17351,13.864336911955037,5,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.4776156346503,8.098642843759418,1,1
7002,13.837911766805302,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.00565049932022,8.003028666384733,1,1
5254,13.866123821183033,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.011767474596178,8.202482446576537,1,1
19277,13.86513846636609,5,3.5,2.0,3,9,0,0,0,1,0,1,0,0,8.991313336173812,8.166216268592143,1,1
29734,14.00884458760945,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,9.036463061964891,8.134467570277563,1,1
6600,13.983658813035383,5,3.5,2.0,3,9,0,0,0,1,0,1,0,0,9.017968479328726,8.166216268592143,1,1
28655,13.902128524244725,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.939187601475613,8.09559870137819,1,1
1565,13.949738957622948,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,8.938662873666118,8.202482446576537,1,1
28406,14.04746160913118,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.962519832949532,8.216088098632316,1,1
28610,13.91396759938356,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.94585385712759,8.101677747454572,1,1
18005,13.942918238880774,5,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.9595686535445,8.113726085970747,1,1
9602,14.020602555957005,4,3.0,2.0,3,9,0,0,0,1,0,1,0,0,8.949235314374855,8.101677747454572,1,1
18063,13.820498099475314,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.878079256126435,7.851661177889265,1,1
15934,13.864300722133706,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.742414582525413,7.886081401775745,1,1
5371,14.077874822431765,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.619569258033104,7.893572073504902,0,1
6563,14.085537695177335,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.46821300919452,7.687080155783135,1,1
27054,14.151982794585487,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0,8.309676895987726,7.7664168980196555,1,1
11912,13.864300722133706,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.506132244056813,7.7406644019172415,1,1
21694,13.868103008083445,3,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.557182839632397,7.687080155783135,1,0
25831,14.603967918328545,5,4.0,2.0,3,9,0,0,0,1,0,1,0,0,8.922658299524402,8.271292652979412,1,1
14945,14.430696197054507,3,2.0,1.0,4,9,0,0,0,1,0,1,0,0,9.281823473598047,7.506591780070841,1,1
7536,14.83796148566682,4,3.0,1.0,5,9,0,0,1,1,0,1,0,0,9.255313737618915,7.4673710669175595,1,0
25057,14.690979295318174,6,4.5,2.0,4,9,0,0,1,1,0,1,0,0,9.500469448071016,8.202482446576537,1,1
11495,14.500004910550013,5,3.5,1.0,5,9,0,0,1,1,0,1,0,0,9.351753124926507,7.506591780070841,1,1
24135,13.9108207377686,4,3.0,1.0,3,9,0,0,0,0,0,0,0,0,10.589207217267276,7.791522819150732,1,1
11453,14.22097566607244,4,3.5,2.0,3,9,0,0,0,0,0,1,0,0,10.954414066971678,8.21878715560148,1,1
12915,13.080084071521512,5,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.143986871426161,8.125630988477065,1,0
8381,14.22097566607244,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.196444266784072,8.0925452638913,1,1
25630,13.9108207377686,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.02485381183907,7.893572073504902,1,0
3866,13.9108207377686,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,9.743142728545543,8.166216268592143,1,0
23341,14.360737608447597,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.768107539675803,8.045588280803528,1,1
29984,13.38472764187182,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0,8.708309295891688,7.843848638152472,1,1
27631,13.269057756555132,5,2.5,2.0,3,7,0,0,0,1,0,1,0,0,8.834191318202071,7.736307096548285,1,1
14489,13.955272500339433,4,2.5,2.0,4,9,0,0,0,1,0,1,0,0,10.010905949303398,7.859413154693583,1,1
4033,14.26019637922572,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.799403998992805,7.799753318287247,1,1
17086,14.068601185646436,3,2.5,1.0,3,9,0,0,0,1,0,1,0,0,9.910612112478423,7.787382026484701,1,1
7374,14.038654109278484,4,2.5,2.0,4,9,0,1,0,1,0,1,0,0,10.042597108240328,7.8160138391590275,1,1
3964,13.955272500339433,4,3.0,2.0,4,9,0,1,0,1,0,1,0,0,10.277255573901037,7.859413154693583,1,1
21349,13.864300722133706,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.595874844595468,7.867105500316739,1,1
25577,14.227620208791107,3,2.5,1.5,3,9,0,0,0,1,0,1,0,0,9.684273769557766,8.026170194946426,1,0
13791,13.963930563082547,3,2.5,1.5,3,9,0,0,0,1,0,1,0,0,9.638610132737611,7.90100705199242,1,0
12873,14.253765488895429,4,2.5,2.0,4,9,0,0,0,1,0,1,0,0,9.71992522630604,7.944492163932159,1,1
11896,14.151982794585487,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.643031466337938,7.9229859587111955,1,1
29294,14.18638422130282,4,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.625755810937516,7.940939762327791,1,1
4817,14.04662227892766,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0,9.700881652439467,7.955074273262696,1,1
3930,14.256986103595471,3,1.5,2.0,3,8,0,0,1,1,0,1,0,0,8.699514748210191,7.383989457978509,0,1
20620,13.5985975564007,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0,9.360483030405902,7.038783541388542,1,0
5600,13.601078947252086,3,2.0,1.0,5,6,0,0,0,1,0,0,0,0,8.61993026886735,7.2078598714324755,0,1
4292,12.429216196844383,1,1.0,1.0,3,5,0,0,0,1,0,1,0,0,8.006367567650246,6.4457198193855785,0,0
5965,13.06685066747407,2,1.0,1.0,2,5,0,0,0,1,0,0,0,1,10.684668503929622,6.917705609835305,0,1
29179,14.038654109278484,4,4.5,2.0,3,8,0,0,0,1,0,1,0,0,8.760453046315272,7.979338895262328,0,1
246,13.071070083016778,2,1.0,1.0,4,5,0,0,0,1,0,1,0,0,8.70317470904168,6.620073206530356,0,0
19651,10.819778284410283,3,2.0,2.0,4,7,0,0,0,1,0,0,0,1,10.031616880246656,7.919356190660617,1,1
16994,13.42984807715229,3,2.0,1.5,5,7,0,0,0,1,0,0,0,0,8.153349757998892,7.138866999945524,0,1
8144,13.697726522307391,5,3.0,1.0,4,7,0,0,1,1,0,1,0,0,9.443275825752862,7.851661177889265,1,1
4941,13.629120736994366,5,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.649098262296176,8.0925452638913,1,1
8209,13.698976741708323,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.427924723658055,8.003028666384733,1,1
13652,13.465953081794405,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.34283980427146,7.851661177889265,1,1
15607,13.472879394027478,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.34283980427146,7.886081401775745,1,1
20309,13.592304504696857,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.61431990214696,7.948031990637284,1,1
25220,13.629120736994366,5,3.5,2.0,3,8,0,0,0,1,0,1,0,0,8.651024539049757,8.026170194946426,1,1
17023,13.566985094047014,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.481980435660493,7.882314918980268,1,1
15510,13.541007920624608,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.535622326884605,7.843848638152472,1,1
7288,13.500731317628127,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.630164670075398,7.783224016336037,1,1
19858,13.554080856656558,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.461891875631148,7.882314918980268,1,1
27460,13.5985975564007,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.508757712595136,7.948031990637284,1,1
13579,13.592367006650065,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.253227645581772,7.783224016336037,1,1
19397,13.55284624848778,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.527737405291909,8.048788283534199,1,1
3612,13.670484785914017,5,3.5,2.0,3,8,0,0,1,1,0,1,0,0,8.926251835034533,7.912056888179006,1,1
3351,13.507625778194974,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.39931015075952,7.882314918980268,1,1
10977,13.62918097977278,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.294049640102028,7.783224016336037,1,1
9137,13.527761816623505,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.411832675758411,8.048788283534199,1,1
21565,13.710094485207625,5,3.5,2.0,3,8,0,0,0,1,0,1,0,0,8.558910784768106,8.113726085970747,1,1
14381,13.64109764523836,5,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.511376306094673,8.019612794400267,1,1
19354,13.415032991367148,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0,8.255048902752295,7.77485576666552,1,1
23255,13.465953081794405,4,3.0,2.0,3,8,0,0,0,1,0,1,0,0,8.372860820526318,7.886081401775745,1,1
