,price_log,sqft_lot,sqft_above,sqft_garage,sqft_patio,bedrooms,bathrooms,floors,condition_num,extracted_grade_num,waterfront_YES,greenbelt_YES,basement_1.0,sewer_PUBLIC,heat_Electricity/Solar,heat_Gas,heat_Gas/Solar,heat_Oil
16256,14.279244574196415,30096,2500,840,200,4,3.5,2.0,3,8,0,0,1,0,0,1,0,0
16219,13.997832114758229,31186,2230,690,210,3,2.5,2.0,3,8,0,0,0,0,0,1,0,0
6016,14.098808032098232,24230,2380,810,0,4,2.5,2.0,4,8,0,0,0,0,0,1,0,0
26180,14.115615150414612,37728,2380,790,0,4,2.5,2.0,3,8,0,1,0,0,0,1,0,0
29583,13.9108207377686,3239,1950,500,120,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0
10575,13.763164077592064,3698,1830,400,230,3,3.5,2.0,3,8,0,0,1,1,0,1,0,0
4970,14.739769459487606,12423,2060,530,230,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0
12553,14.914122846632385,11775,3770,1130,700,4,4.0,2.0,3,10,0,0,1,1,0,1,0,0
328,14.122995257712235,10302,2280,0,0,4,3.5,1.5,3,8,0,0,1,1,0,0,0,0
313,14.73140120981709,7890,3340,700,230,5,4.5,2.0,3,9,0,0,1,1,0,1,0,0
24100,13.62918097977278,22989,1130,500,70,3,2.0,1.0,3,8,0,0,1,0,0,0,0,0
916,13.081541382884074,3850,1220,0,0,4,2.0,1.0,3,6,0,0,1,1,0,1,0,0
10178,13.652991628466498,5000,1190,200,140,3,1.0,1.0,3,7,0,0,1,1,0,1,0,0
11036,14.566926646648195,5400,1650,460,500,3,2.5,2.0,3,10,0,0,1,1,0,1,0,0
25002,14.331323723241304,4156,1080,0,480,3,2.0,1.0,4,9,0,0,1,1,0,1,0,0
12732,14.350540870427082,5031,1320,200,150,3,2.5,1.0,3,8,0,0,1,1,0,0,0,1
26557,14.375126345899696,12678,1920,500,280,6,3.0,1.0,4,8,0,0,1,1,0,1,0,0
21816,14.81614243827218,6000,3820,760,1000,5,4.0,2.5,3,10,0,0,1,1,0,1,0,0
18135,14.22097566607244,5010,1240,200,250,4,2.5,1.0,4,7,0,0,1,1,0,1,0,0
9585,14.380824367014334,4000,2010,400,240,1,2.5,2.0,3,8,0,0,1,1,0,1,0,0
10186,13.579788224443204,879,1020,0,0,2,3.0,3.0,3,8,0,0,1,1,0,1,0,0
2994,14.006130917572923,4000,1940,200,120,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0
13540,13.748301808270824,4000,1130,0,190,3,2.0,1.0,5,6,0,0,0,1,0,1,0,0
20059,13.458835614025542,4800,1070,310,300,2,1.0,1.0,3,7,0,0,0,1,0,0,0,1
28925,13.617059619240436,3850,780,200,0,3,1.0,1.0,3,6,0,0,1,1,0,1,0,0
3330,14.187074114396758,5400,2200,480,0,4,3.0,2.0,5,7,0,0,0,1,0,0,0,0
8183,13.965653216393994,5400,1160,0,180,3,2.0,1.5,4,7,0,0,1,1,0,1,0,0
19491,14.115615150414612,5152,1870,0,260,3,2.0,1.5,5,7,0,0,0,1,0,1,0,0
12947,13.560618308335483,4000,880,220,0,3,1.0,1.0,4,6,0,0,1,1,0,0,0,1
17839,14.133964289082808,6000,2390,0,200,4,2.0,1.5,4,7,0,0,1,1,0,1,0,0
13209,13.77468856344402,2161,1030,0,50,3,2.0,1.0,4,7,0,0,1,1,0,0,0,0
3355,13.842152488910695,1440,1090,230,0,3,2.0,2.0,3,8,0,0,1,1,0,1,0,0
20857,14.15910026235435,2475,1745,420,0,4,3.5,2.0,4,8,0,0,1,1,0,1,0,0
25340,14.164052518672818,1056,1140,0,580,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
19745,14.087444273447916,1450,1440,0,910,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
19612,14.183619879528669,2786,1960,0,750,5,2.5,2.0,4,8,0,0,1,1,0,1,0,0
29088,14.09692301740246,5400,1760,0,200,3,2.0,2.0,3,8,0,0,1,1,0,1,0,0
20410,13.963024980752824,1367,1100,0,550,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0
14777,14.151947079662003,1620,1490,0,680,3,3.5,2.0,3,9,0,0,1,1,0,0,0,0
28225,13.96388745870529,1050,1100,0,510,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0
12151,14.010213481646634,1366,1100,0,550,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0
7726,14.17318500223609,3172,1900,0,50,3,3.5,2.0,5,9,0,0,1,1,0,1,0,0
20862,13.651814465293484,820,840,0,540,2,2.0,2.0,3,8,0,0,1,1,0,0,0,0
12839,13.62918097977278,595,880,0,560,2,2.0,2.0,3,8,0,0,1,1,0,0,0,0
26886,13.663524200966393,815,840,0,540,2,2.0,2.0,3,8,0,0,1,1,0,0,0,0
20656,14.400515579904516,3600,1750,0,180,3,3.0,2.0,4,9,0,0,1,1,0,1,0,0
17638,14.739769459487606,3600,2050,520,70,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0
19994,13.864300722133706,3600,1070,0,70,3,1.0,1.5,3,7,0,0,1,1,0,1,0,0
8416,14.430155510369262,4800,1980,0,420,4,2.5,2.0,4,9,0,0,1,1,0,1,0,0
8459,14.389310980891652,1259,1240,0,710,3,2.5,2.0,3,9,0,0,1,1,0,0,0,0
25959,14.294845514638894,1584,1490,0,290,4,3.5,2.0,3,10,0,0,1,1,0,0,0,0
4946,14.28551418721001,2016,1400,0,440,4,4.5,2.0,3,10,0,0,1,1,0,0,0,0
3725,13.933293593620657,1300,1270,280,48,3,2.5,2.0,3,9,0,0,1,1,0,1,0,0
4750,13.91535589293399,1291,1160,250,500,2,2.0,2.0,3,9,0,0,1,1,0,1,0,0
21161,14.253765488895429,5400,1690,0,80,3,1.5,1.5,4,8,0,0,1,1,0,1,0,0
5763,13.892471599100402,1386,980,0,440,3,2.0,2.0,3,9,0,0,1,1,0,1,0,0
27785,14.430696197054507,3080,2040,510,160,3,3.5,2.0,3,9,0,0,1,1,0,1,0,0
4975,14.198048161428733,2400,1720,0,150,3,3.0,2.0,3,8,0,0,1,1,0,1,0,0
11366,14.3372761217686,1774,2100,0,180,4,3.5,3.0,3,9,0,0,1,1,0,1,0,0
1483,14.077874822431765,3480,2070,0,80,6,3.0,2.0,3,7,0,0,1,1,0,1,0,0
15817,14.054527458434775,1032,1080,250,510,2,2.5,2.0,3,9,0,0,1,1,0,1,0,0
13708,14.097677449727945,1927,2180,0,320,5,3.0,2.0,3,7,0,0,1,1,0,1,0,0
4837,13.604789526648622,5576,1050,0,0,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0
18403,13.81049801614073,4800,770,200,280,2,1.0,1.0,3,7,0,0,1,1,0,1,0,0
21859,14.475617884446018,4800,3050,0,216,6,4.5,3.0,3,9,0,0,1,1,0,1,0,0
6042,13.997832114758229,1726,1640,340,80,3,3.5,2.0,3,9,0,0,1,1,0,1,0,0
2617,14.052257166736302,1969,1640,420,80,3,3.5,2.0,3,9,0,0,1,1,0,1,0,0
14289,13.721199878493033,5278,1990,0,0,3,1.0,1.5,3,7,0,0,0,1,0,1,0,0
15931,14.255818863149786,4946,1930,0,0,3,1.5,2.0,3,9,0,0,1,1,0,0,0,1
7526,13.761054372168216,5540,1130,200,40,3,2.0,1.0,3,8,0,0,1,1,0,0,0,1
13947,14.45631125815201,5144,1890,0,690,5,4.0,1.5,5,9,0,0,1,1,0,1,0,0
14153,13.664687668229691,5530,1140,520,0,3,1.0,1.0,4,7,0,0,0,1,0,1,0,0
22735,14.930652148583594,5111,2680,440,260,5,3.5,2.0,3,9,0,0,1,1,0,1,0,0
1789,14.30715336231349,5170,1870,200,0,4,2.5,2.0,4,7,0,0,1,1,0,1,0,0
19587,14.493544100714171,13160,1720,440,320,5,3.0,1.0,5,9,0,0,1,1,0,0,0,0
21945,13.9108207377686,5200,1210,0,0,4,2.5,1.0,4,8,0,0,1,1,0,1,0,0
2837,13.764217263576723,9067,1300,620,140,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0
8546,13.997832114758229,8256,1210,430,190,5,2.5,1.0,4,7,0,0,1,1,0,1,0,0
8191,13.955272500339433,7520,1850,460,380,5,3.0,1.5,5,7,0,0,0,1,0,1,0,0
9190,13.617059619240436,7797,1800,440,140,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0
13103,13.681979165339751,7200,1370,490,280,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0
12019,13.840203170554645,7500,1200,440,140,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0
26047,13.753635154246187,7980,2430,460,50,4,2.5,1.5,3,7,0,0,0,1,0,1,0,0
12773,13.800396920154226,6695,1300,540,140,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0
30090,13.764217263576723,8190,1160,440,70,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0
5098,13.5985975564007,8500,1060,480,100,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
28522,13.710150042306449,7210,1160,420,150,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0
26569,14.0225247273486,7345,920,420,70,3,3.0,1.0,4,7,0,0,1,1,0,1,0,0
11571,13.623138665316818,7800,1060,420,70,3,3.0,1.0,3,7,0,0,1,1,0,1,0,0
20697,13.623138665316818,7416,1050,420,80,3,2.0,1.0,3,7,0,0,1,1,0,1,0,0
28826,13.878485357125662,7117,1170,440,160,4,3.0,1.0,5,7,0,0,1,1,0,1,0,0
18357,14.085537695177335,7819,1180,440,300,4,3.0,1.0,4,7,0,0,1,1,0,1,0,0
23949,13.797346587336603,8089,1250,460,110,3,2.5,1.0,4,7,0,0,1,1,0,1,0,0
21067,13.764217263576723,7865,1270,400,100,3,2.5,1.0,5,7,0,0,0,1,0,1,0,0
27505,13.931647795593316,7210,1870,460,140,5,3.0,1.0,4,7,0,0,1,1,0,1,0,0
28769,13.592367006650065,5000,1060,0,220,4,2.0,1.0,4,7,0,0,1,1,0,0,0,1
11523,14.187074114396758,13200,1690,0,1100,4,3.0,1.0,4,9,0,0,1,1,0,1,0,0
12305,13.71003892502204,7035,1330,0,80,2,2.0,1.0,3,8,0,0,1,1,0,1,0,0
9290,13.623138665316818,12770,2540,0,620,3,3.5,2.0,5,8,0,0,0,1,0,0,0,0
14670,13.458835614025542,8308,1020,210,0,3,1.0,1.5,4,7,0,0,0,1,0,0,0,0
19546,13.444446876573442,8308,1110,0,0,3,1.5,1.0,5,7,0,0,0,1,0,0,0,0
19167,13.493926933836812,9112,1040,200,0,3,1.0,1.0,3,7,0,0,1,1,0,0,0,1
25639,13.265597545490236,8710,1380,0,0,4,1.0,1.0,3,7,0,0,1,1,0,1,0,0
24732,13.253391639810733,8710,1150,0,0,2,1.0,1.0,3,7,0,0,0,1,0,0,0,1
14275,13.176851562688398,8710,1150,0,80,2,1.0,1.0,3,7,0,0,1,1,0,0,0,1
29555,13.122263372403996,5240,1215,440,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
9356,13.17115354157376,5001,1430,525,0,3,2.5,1.5,3,7,0,0,0,1,0,1,0,0
16507,13.081541382884074,5000,1100,440,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
1506,13.122363377404328,7318,1100,440,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
3205,13.174547774641777,6378,1430,525,0,3,2.5,1.5,4,7,0,0,0,1,0,1,0,0
6943,13.112313041550827,5541,1230,440,0,3,2.0,1.0,4,7,0,0,0,1,0,1,0,0
18354,14.056494027406815,4004,2290,460,90,3,3.5,2.0,4,8,0,0,0,1,0,1,0,0
7305,13.897090544956697,11424,1200,0,180,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
13570,13.500799813124575,1639,1590,0,440,3,2.5,3.0,3,8,0,0,0,1,0,1,0,0
7024,12.691580461311874,6180,1340,0,30,3,1.0,1.0,4,6,0,0,1,1,0,1,0,0
22662,13.226723392728571,7828,1720,0,0,4,2.0,1.0,3,7,0,0,0,1,0,0,0,0
20489,12.542544882151386,7828,720,0,0,2,1.0,1.0,2,5,0,0,0,1,0,0,0,0
26822,11.918357239189492,6180,780,0,0,2,1.0,1.0,4,5,0,0,1,1,0,1,0,0
4090,12.899094818276968,4120,940,280,0,2,1.0,1.0,4,6,0,0,0,1,0,1,0,0
23734,13.126355398673866,7566,1540,0,40,4,1.0,1.5,4,5,0,0,0,1,0,0,0,0
4115,13.1470559899947,5683,1010,0,0,4,2.0,1.0,3,7,0,0,1,1,0,1,0,0
6362,12.889169490236618,4852,880,0,100,2,1.0,1.0,5,6,0,0,0,1,0,1,0,0
27489,12.994530005894443,6660,1586,0,230,3,2.0,1.0,4,6,0,0,0,1,0,0,0,0
19823,12.948009990259552,3656,1520,0,100,4,2.0,1.5,4,6,0,0,1,1,0,0,0,1
23169,12.791077667470416,4120,1270,0,0,4,1.0,1.5,4,6,0,0,0,1,0,1,0,0
23176,12.388394202324129,6172,720,530,0,2,1.0,1.0,4,5,0,0,1,1,0,0,0,0
611,12.676076274775909,5665,1210,0,0,4,1.0,1.5,4,6,0,0,1,1,0,0,0,1
1975,12.971540487669746,6172,1230,0,50,3,1.0,1.5,4,6,0,0,1,1,0,0,0,1
2028,13.030248088496522,6423,1200,0,60,3,1.0,1.5,5,6,0,0,1,1,0,1,0,0
12324,12.834681304952548,4507,700,0,50,2,1.0,1.0,4,5,0,0,0,1,0,0,0,0
7281,12.89921982609012,6172,850,0,0,2,1.0,1.0,5,5,0,0,0,1,0,1,0,0
8639,13.458835614025542,4582,1440,400,120,2,2.5,2.0,4,7,0,0,0,1,0,1,0,0
14354,14.23480493276424,17000,3120,800,430,4,2.5,2.0,3,10,0,0,0,1,0,1,0,0
16571,13.208541073645382,19311,1290,0,310,2,1.0,1.0,5,6,0,0,1,0,0,0,0,0
25591,12.69541923761904,11503,1710,0,0,3,1.0,1.0,3,8,0,0,0,1,0,0,0,1
12734,12.468052220629582,4541,2880,570,110,3,2.5,2.0,3,8,0,0,0,1,0,0,0,0
16708,13.386648872049713,4500,680,0,200,1,1.0,1.0,4,6,0,0,1,1,0,1,0,0
927,13.738305487055303,3000,1240,0,40,2,1.5,2.0,4,8,0,0,1,1,0,0,0,1
16306,13.671062653598401,3000,1260,0,210,4,2.0,1.5,4,7,0,0,1,1,0,0,0,0
13736,13.710150042306449,3000,1740,0,100,2,1.0,2.0,3,7,0,0,1,1,0,0,0,0
18854,13.591116224748411,5250,1130,180,400,3,2.0,1.5,3,7,0,0,1,1,0,0,1,0
18814,13.79529764651306,3000,1540,0,190,4,3.5,1.5,3,8,0,0,1,1,0,0,0,0
5116,13.85952744338105,3000,1790,290,250,3,3.5,2.0,3,8,0,0,1,1,0,1,0,0
22039,13.764217263576723,3000,1251,216,60,2,2.5,2.0,3,8,0,0,1,1,0,1,0,0
25096,13.928839243271277,3000,1350,230,120,3,2.5,2.0,5,7,0,0,0,1,0,1,0,0
29892,11.461632170582678,6000,820,0,60,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0
24403,13.122363377404328,3000,1550,250,170,3,1.5,1.5,5,7,0,0,1,1,0,1,0,0
17299,14.28551418721001,3000,2200,220,890,4,3.5,2.0,3,9,0,0,1,1,0,1,0,0
16167,13.815510557964274,3000,1520,0,200,3,1.5,1.5,4,7,0,0,1,1,0,1,0,0
8187,13.363609287848261,6800,2100,0,0,3,2.0,2.0,3,7,0,0,0,1,0,0,1,0
24426,14.117650115504981,5250,3828,750,280,5,5.0,3.0,3,9,0,0,0,1,0,1,0,0
14236,13.541073712262515,8475,910,0,0,2,1.5,1.0,3,7,0,0,1,1,0,0,0,1
12838,13.94214320889764,11300,2680,0,440,4,3.0,2.0,4,8,0,0,1,1,0,1,0,0
11462,13.866678844538674,5311,1850,550,360,3,2.5,2.0,3,9,0,0,0,1,0,1,0,0
16772,13.337474757021274,5650,920,0,140,2,1.0,1.0,4,7,0,0,0,1,0,0,0,0
16438,13.422467969854667,5650,1540,350,0,4,1.5,1.5,4,7,0,0,0,1,0,0,0,0
27759,13.563195629349785,6554,1270,640,0,3,1.5,1.0,5,7,0,0,0,1,0,0,0,1
26836,13.758940206475879,5650,1340,0,250,3,2.0,1.5,5,8,0,0,1,1,0,1,0,0
21807,13.316284070041636,6893,820,0,220,2,1.0,1.0,3,6,0,0,1,1,0,1,0,0
23074,13.594863886848652,6554,2060,0,290,3,2.5,1.5,3,8,0,0,1,1,0,0,0,1
10361,13.514405465180353,4633,1150,0,210,5,2.5,1.5,3,6,0,0,1,1,0,0,0,0
27389,14.346138809026444,2190,2010,540,230,3,3.5,2.0,3,9,0,0,1,1,0,1,0,0
4986,13.487006490992238,7900,2290,0,220,5,3.5,2.0,5,8,0,0,1,1,0,1,0,0
12786,13.940379540010143,5250,1940,200,200,3,1.5,1.5,3,8,0,0,1,1,0,1,0,0
10713,11.736069016284437,6250,2240,0,460,3,2.5,2.0,1,7,0,0,1,1,0,0,0,0
15191,14.403297222866392,7059,1380,520,360,4,2.5,1.5,4,8,1,0,1,1,0,0,0,0
3568,13.610943392223,5650,720,0,390,3,2.0,1.0,5,6,0,0,1,1,0,1,0,0
6292,13.38472764187182,6480,1030,0,0,2,1.0,1.0,4,6,0,0,0,1,0,0,0,1
20139,13.664687668229691,5650,1340,240,280,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0
22134,13.38472764187182,5650,1180,0,40,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
4589,13.369223455335854,6554,1330,0,60,2,1.0,1.0,4,6,0,0,0,1,0,1,0,0
27478,12.873902018105829,5250,970,0,0,2,1.0,1.0,3,7,0,0,1,1,0,1,0,0
19157,13.17115354157376,5250,1380,0,350,3,1.5,1.5,4,7,0,0,0,1,0,0,0,1
1381,13.502168738731916,6328,990,220,0,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0
2213,14.352003928478842,5292,3090,580,320,3,3.0,3.0,3,8,1,0,0,1,0,1,0,0
5061,14.452087387035824,6852,1750,440,330,6,4.0,1.0,4,8,1,0,1,1,0,1,0,0
26966,13.304601597392535,5250,1030,290,160,3,1.5,1.0,3,7,0,0,1,1,0,0,0,1
8730,13.444446876573442,5500,1030,0,0,2,2.0,1.0,4,7,0,0,1,1,0,1,0,0
24470,13.091904169919621,5250,1040,260,80,3,1.0,1.0,3,7,0,0,0,1,0,0,0,1
19019,13.306350213517344,5250,1100,180,0,4,1.5,1.0,3,7,0,0,1,1,0,0,0,1
12161,13.287877815881902,5650,1320,0,200,4,2.0,1.0,3,7,0,0,0,1,0,1,0,0
24807,13.525158256956614,5600,1430,0,144,4,3.0,1.5,5,7,0,0,1,1,0,1,0,0
27765,13.438632906708023,5625,940,0,160,3,1.5,1.5,4,7,0,0,1,1,0,1,0,0
7015,13.617059619240436,5500,1640,0,90,6,3.0,2.0,5,7,0,0,1,1,0,0,0,0
26988,13.369223455335854,1588,1300,240,0,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0
28793,13.845069360205818,6741,1490,530,0,4,2.0,1.0,3,7,0,0,1,1,0,0,0,0
22114,13.093733423649436,8322,1120,0,0,2,1.0,1.0,3,7,0,0,0,1,0,0,0,1
16179,13.217582643985264,5500,1070,0,120,3,2.0,1.0,4,6,0,0,1,1,0,1,0,0
11271,13.62918097977278,7875,1510,0,470,4,2.0,1.0,4,7,0,0,1,1,0,1,0,0
15483,13.845069360205818,9605,1860,360,320,4,2.0,1.5,3,7,0,0,1,1,0,1,0,0
18522,13.518451323699896,6875,1430,0,0,3,2.0,1.5,3,7,0,0,1,1,0,1,0,0
18738,14.045739349577694,6780,2220,0,290,4,3.0,2.0,3,9,0,0,1,1,0,1,0,0
5992,13.863824418242825,3200,2610,470,0,4,3.0,2.0,3,8,0,0,1,1,0,1,0,0
29519,13.458835614025542,11420,1330,500,210,4,3.0,1.0,3,7,0,0,1,1,0,1,0,0
27953,13.473020249017498,11060,1980,0,90,4,2.0,1.5,3,7,0,0,1,1,0,1,0,0
20033,13.710150042306449,7242,2610,480,230,5,3.0,2.0,3,8,0,0,0,1,0,0,0,0
13972,13.539757056377766,5203,1470,440,50,6,3.0,1.0,4,7,0,0,1,1,0,1,0,0
10928,13.151922179645874,4741,1940,0,0,3,2.5,2.0,3,7,0,0,1,1,0,1,0,0
23763,13.996998434009651,8008,2400,0,500,2,1.5,2.0,3,10,0,0,0,1,0,1,0,0
22764,13.473018840565802,3430,710,0,0,1,1.0,1.0,3,7,0,0,1,1,0,1,0,0
16869,13.742939865129438,1380,1610,0,260,3,2.5,3.0,3,8,0,0,0,1,0,1,0,0
12867,13.592367006650065,1508,1610,0,260,3,2.5,3.0,3,8,0,0,0,1,0,1,0,0
12294,13.657686472770706,1384,1710,0,290,3,2.5,3.0,3,9,0,0,0,1,0,1,0,0
16162,13.612169633946245,4000,700,0,0,3,1.0,1.0,4,6,0,0,1,1,0,0,0,1
20305,13.403020834919145,4000,860,0,240,2,1.0,1.0,4,6,0,0,0,1,0,1,0,0
2584,13.473020249017498,1674,1360,198,20,3,3.5,2.0,3,7,0,0,1,1,0,1,0,0
10734,13.369223455335854,4000,1540,0,80,3,1.0,2.0,4,7,0,0,1,1,0,1,0,0
21839,13.559327152571864,2075,1650,0,40,3,2.5,2.0,3,8,0,0,1,1,0,1,0,0
7871,14.077874822431765,5000,380,0,0,1,1.0,1.0,3,5,0,0,0,1,0,0,0,1
7870,14.077874822431765,5000,1060,0,0,2,1.0,1.0,2,7,0,0,1,1,0,0,0,1
17109,13.426902566922532,1662,1460,0,80,3,2.5,2.5,3,7,0,0,0,1,0,1,0,0
18947,13.433517806041252,1675,1460,0,80,3,2.5,2.5,3,7,0,0,0,1,0,1,0,0
7543,14.397726177816939,3035,1020,0,170,5,2.0,1.0,3,7,0,0,1,1,0,1,0,0
1610,13.617059619240436,1170,1400,170,470,3,3.5,2.0,3,8,0,0,1,1,0,1,0,0
8439,13.66874917656887,1170,1400,170,400,3,3.5,2.0,3,8,0,0,1,1,0,1,0,0
8184,14.269765830241871,4365,2640,0,670,5,4.5,2.0,4,9,0,0,1,1,0,1,0,0
10320,12.206072645530174,4750,1110,0,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
13965,13.262125319779487,4750,850,0,360,2,2.0,1.0,4,7,0,0,1,1,0,1,0,0
14717,13.102160670086809,5000,970,440,0,3,1.0,1.0,3,6,0,0,0,1,0,1,0,0
12050,13.530491602931978,5000,1200,420,0,4,2.0,1.0,5,7,0,0,1,1,0,0,0,1
6025,13.420985389894444,14140,1760,500,200,3,2.5,2.0,3,8,0,1,1,1,0,1,0,0
23883,13.9108207377686,9791,1500,480,1050,3,2.5,1.0,4,8,0,1,1,1,0,1,0,0
17357,14.22097566607244,8367,2200,570,900,3,3.0,2.0,5,8,0,0,0,1,0,1,0,0
14074,14.166167429577444,11170,2160,580,80,3,2.5,2.0,4,9,0,0,0,1,0,0,0,0
8884,14.117834907152925,12088,2900,720,40,3,2.5,2.0,3,9,0,0,0,1,0,0,0,0
7507,14.73180128983843,10957,4080,820,1000,4,2.5,2.0,5,10,0,1,0,1,0,1,0,0
17658,14.659230597003594,11629,2720,680,1120,4,3.5,2.0,4,10,0,0,1,1,0,1,0,0
19958,14.496078956317358,11832,3400,1240,170,4,2.5,2.0,4,10,0,0,1,1,0,1,0,0
621,14.71159858252091,12960,3700,740,380,4,3.5,2.0,3,11,0,1,1,1,0,1,0,0
22080,14.538216540765763,8814,2420,700,370,5,3.5,2.0,4,9,0,1,1,1,0,1,0,0
29038,14.508657738524219,8882,2960,680,50,5,2.5,2.0,4,9,0,0,0,1,0,1,0,0
18222,14.19394699368452,9249,3210,830,330,3,2.5,2.0,4,9,0,0,0,1,0,1,0,0
23985,13.997832114758229,9222,3210,830,80,3,2.5,2.0,5,9,0,0,0,1,0,1,0,0
376,13.955272500339433,9248,2620,480,230,3,2.0,1.0,4,9,0,0,1,1,0,1,0,0
15978,14.457364444136669,8239,2700,600,270,3,2.5,2.0,4,9,0,1,0,1,0,1,0,0
10763,14.417090544998729,8155,2720,480,40,4,2.5,2.0,3,9,0,1,0,1,0,1,0,0
17674,14.26083719949757,9786,2630,660,560,4,2.5,2.0,3,10,0,1,1,1,0,1,0,0
24462,14.408837403242009,17388,2600,770,570,4,2.5,2.0,4,9,0,1,0,1,0,1,0,0
494,14.253765488895429,10421,2400,710,40,4,2.5,2.0,4,9,0,0,0,1,0,1,0,0
10820,14.237504968023648,15625,2460,750,720,4,3.5,2.0,3,10,0,1,1,1,0,1,0,0
4689,13.507625778194974,1051,1380,0,420,3,2.5,3.0,3,8,0,0,0,1,0,0,0,0
6467,13.122363377404328,9085,1180,460,140,3,2.0,1.0,3,7,0,0,0,0,0,1,0,0
16777,13.122363377404328,9085,1200,440,200,3,2.0,1.0,5,7,0,0,0,0,0,1,0,0
7082,12.86099861326992,9085,1220,0,0,3,1.0,1.0,3,7,0,0,0,0,0,1,0,0
16908,13.235692062711331,18170,1100,440,0,3,2.0,1.0,4,7,0,0,0,0,0,1,0,0
19875,13.151922179645874,9085,1230,440,80,3,2.0,1.0,4,7,0,0,0,0,0,1,0,0
18418,13.122363377404328,9085,1270,550,280,3,2.0,1.0,3,7,0,0,1,0,0,0,0,0
7952,13.329377546788654,9085,1510,0,0,3,2.0,1.0,4,7,0,0,0,0,0,0,0,0
17404,13.527828485512494,3892,2214,440,206,4,2.5,2.0,3,8,0,0,0,1,0,1,0,0
17736,13.732128949025222,3092,2214,440,206,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
7,13.617059619240436,3506,2214,440,206,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
17295,13.473020249017498,3119,2214,440,206,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
18392,13.642346938955086,2718,2222,492,120,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
1757,13.583578500616985,2321,1699,352,48,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
12034,12.863592648446968,3772,2229,420,140,4,3.5,2.0,3,8,0,0,1,1,0,1,0,0
11565,13.592367006650065,3834,2610,440,166,4,3.0,2.0,3,8,0,0,1,1,0,1,0,0
19253,13.304684934198283,9208,1590,0,200,5,3.0,1.0,4,7,0,0,0,1,0,0,0,0
484,13.081541382884074,7529,1240,0,0,3,1.0,1.0,3,7,0,0,0,1,0,0,0,0
11489,13.270783382522602,8266,1140,470,160,3,3.0,1.0,4,7,0,0,1,1,0,0,0,0
6371,12.959844447906553,7610,950,520,0,3,1.0,1.0,4,7,0,0,0,1,0,0,0,0
18941,13.190022025878143,7713,1550,480,230,4,2.0,1.5,3,7,0,0,0,1,0,0,0,0
24329,12.959844447906553,7185,1040,260,0,3,2.0,1.0,3,7,0,0,0,1,0,0,0,0
2367,13.082582507392484,7808,1240,0,0,3,2.0,1.0,4,7,0,0,0,1,0,0,0,0
25141,13.235692062711331,7957,1060,480,180,3,2.0,1.0,4,7,0,0,1,1,0,1,0,0
23516,13.217673557208654,6334,1200,400,40,3,2.5,1.0,3,7,0,0,1,1,0,1,0,0
5263,13.287877815881902,6359,1310,440,0,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
3561,13.415032991367148,7395,1570,440,380,3,2.5,2.0,4,7,0,0,0,1,0,1,0,0
10053,13.122363377404328,7573,1790,640,240,4,2.5,2.0,3,7,0,0,0,1,0,1,0,0
7218,13.440817108522863,7645,1790,440,0,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0
28224,13.39239051461739,6067,1790,440,0,4,2.5,2.0,4,7,0,0,0,1,0,1,0,0
3846,13.279367126213993,5760,1310,440,240,3,2.0,1.0,3,7,0,0,0,1,0,1,0,0
6628,13.304684934198283,6480,1870,610,50,3,2.5,2.0,3,8,0,0,0,1,0,1,0,0
